object1,object2,morph1,morph2,comments,stage,u_app_1,g_app_1,r_app_1,i_app_1,z_app_1,u_app_2,g_app_2,r_app_2,i_app_2,z_app_2,u_app_err_1,g_app_err_1,r_app_err_1,i_app_err_1,z_app_err_1,u_app_err_2,g_app_err_2,r_app_err_2,i_app_err_2,z_app_err_2,u_abs_1,g_abs_1,r_abs_1,i_abs_1,z_abs_1,u_abs_2,g_abs_2,r_abs_2,i_abs_2,z_abs_2,plate1,mjd1,fiberid1,plate2,mjd2,fiberid2,specz1,specz2,photoz1,photoz2,ra1,ra2,dec1,dec2,vote1,vote2,kmass1,kmass2,kmass_err1,kmass_err2
587736477051388093,587736477051388032,s,s,,2,19.7456,18.2187,17.4462,16.9973,16.7424,20.83,19.1425,18.2509,17.8491,17.5309,0.0890621,0.00980284,0.0075381,0.00703065,0.0184104,0.177377,0.0160802,0.0110969,0.0107346,0.0275942,-18.6416,-20.0998,-20.7025,-21.052,-21.2466,-16.9973,-18.5837,-19.2952,-19.6342,-19.9242,1703,53799,175,-9999,-9999,-9999,0.0876427,-9999.0,0.119084,0.0928609,210.78104,210.77997,10.619212,10.618356,0.489601,-9999.0,10.4422,10.2566,0.0384892,0.0357426
587736477053681696,587736477053681664,su,eu,lcand,2,19.7719,17.9763,17.0876,16.676,16.3326,19.5696,17.4237,16.4027,15.9568,15.5883,0.0614803,0.00673326,0.00507233,0.0047383,0.0100911,0.0806111,0.00610827,0.0042497,0.00392413,0.00825153,-17.85,-19.5383,-20.2514,-20.6033,-20.9239,-18.9463,-20.9501,-21.6937,-22.0758,-22.3972,1811,53533,562,-9999,-9999,-9999,0.0796754,-9999.0,0.084917,0.115284,216.09172,216.09041,9.9759064,9.9767904,0.462633,-9999.0,10.6189,10.9521,0.0424643,0.0504858
587736477058138391,587736477058138368,eu,su,,3,19.4851,17.4814,16.4563,16.0272,15.6838,20.0201,17.8562,16.9929,16.5064,16.1757,0.0550912,0.00558949,0.00398345,0.00371066,0.00728759,0.10844,0.00775789,0.00580628,0.00516703,0.012029,-18.7508,-20.6128,-21.3855,-21.7537,-22.0541,-17.025,-19.0818,-19.7806,-20.2159,-20.5313,1717,53883,214,1816,53919,330,0.093649,0.0922317,0.103415,0.066491,226.38525,226.38513,8.7926979,8.7938385,0.670919,0.534537,11.142,10.7568,0.05662,0.0495631
587736477059907734,587736477059907712,s,s,,2,17.3687,16.5689,16.3719,16.2088,16.1084,19.4064,18.3854,18.0688,17.8308,17.978,0.016416,0.00408371,0.00507128,0.00627253,0.0183123,0.0721489,0.0120692,0.0129458,0.0150505,0.079981,-6.20819,-6.96276,-7.12571,-7.26679,-7.34735,-15.993,-16.8665,-17.1946,-17.3251,-17.1718,1721,53857,213,-9999,-9999,-9999,0.0342212,-9999.0,1.60168E-4,0.0342369,230.4102,230.40784,8.1449461,8.1435719,0.659249,-9999.0,9.39851,8.65364,0.0351172,0.0414913
587736477595402311,587736477595402368,su,s,,2,19.3404,17.8831,16.8682,16.3997,16.0189,16.7823,15.2842,14.7243,14.3464,14.0571,0.0568383,0.00863924,0.00572584,0.00553576,0.0124777,0.0115036,0.00254572,0.00234902,0.00240967,0.00429263,-20.2629,-21.6874,-22.3429,-22.6827,-22.9998,-19.7667,-21.1336,-21.639,-21.93,-22.1463,1719,53876,306,-9999,-9999,-9999,0.0775367,-9999.0,0.17811,0.0554439,227.28447,227.2865,9.0409851,9.0391436,0.528408,-9999.0,10.9441,11.1023,0.0400668,0.0659297
587736477596909741,587736477596909696,su,s,,2,18.2666,16.4334,15.5709,15.155,14.8448,17.5354,16.0677,15.3579,15.0076,14.6768,0.0308406,0.00403758,0.00319079,0.00321032,0.00651087,0.0167602,0.00323483,0.00282752,0.00290292,0.00548289,-18.6354,-20.3657,-21.0872,-21.4471,-21.7428,-7.48405,-8.90502,-9.57896,-9.90658,-10.2167,1721,53857,151,-9999,-9999,-9999,0.0344105,-9999.0,0.0633362,3.10223E-4,230.79793,230.80099,8.5524168,8.5498734,0.555902,-9999.0,10.4127,10.3213,0.0465034,0.0380477
587736477597106434,587736477597106432,su,s,,2,20.5854,18.5981,17.6225,17.1991,16.8651,22.2208,20.4903,19.0183,18.2743,18.5158,0.0894571,0.00898368,0.00638007,0.00642166,0.0140431,0.531571,0.0509071,0.0223166,0.0174295,0.0773934,-17.1719,-19.0272,-19.7888,-20.1567,-20.462,-19.6456,-21.0819,-21.7146,-22.241,-21.9236,1721,53857,106,-9999,-9999,-9999,0.0902922,-9999.0,0.086664,0.301999,231.1707,231.17155,8.424037,8.4238625,0.567859,-9999.0,10.5792,9.93342,0.0484252,0.128922
587736478125129867,587736478125129856,s,s,good_but_2big,2,16.6046,14.9007,14.1646,13.7925,13.5357,16.8836,15.2097,14.5105,14.1389,13.9586,0.0191675,0.00261809,0.00234142,0.00236751,0.0052642,0.0225883,0.00280281,0.00252895,0.00256813,0.00660865,-18.0925,-19.7313,-20.4104,-20.7526,-20.9949,-18.7424,-20.3252,-20.9705,-21.2942,-21.4531,1703,53799,474,-9999,-9999,-9999,0.0383103,-9999.0,0.0257086,0.038316,210.91275,210.91042,11.378247,11.38878,0.450933,-9999.0,11.0826,10.8072,0.0363751,0.0423091
587736479198085285,587736479198085248,s,s,,2,19.2816,17.5164,16.6673,16.2099,15.8916,20.9811,19.7889,19.3325,19.1877,18.7631,0.0494739,0.00562289,0.00438288,0.00440348,0.00875346,0.113269,0.0176564,0.0179903,0.0230467,0.0465214,-17.5802,-19.253,-19.9574,-20.3676,-20.6758,-12.9465,-14.0468,-14.4846,-14.588,-14.9735,1702,53144,575,-9999,-9999,-9999,0.0573317,-9999.0,0.062935,0.0182247,209.20969,209.20853,12.313785,12.313628,0.443727,-9999.0,10.5102,8.94666,0.0408304,0.0545837
587736523762761925,587736523762761984,s,s,,2,18.1194,17.2047,16.78,16.597,16.4272,19.4868,18.9702,18.7218,18.4186,18.3521,0.0234236,0.0058252,0.00525334,0.00769984,0.0172108,0.0580333,0.0182464,0.0187591,0.0219445,0.0732407,-10.1088,-10.9788,-11.3733,-11.5354,-11.6866,-16.2617,-16.6242,-16.894,-17.0736,-17.139,1826,53499,94,-9999,-9999,-9999,0.0275837,-9999.0,0.00137074,0.0400781,215.19331,215.19312,5.4924603,5.4952097,0.547637,-9999.0,9.43416,8.53014,0.0333264,0.0365309
587736524293865639,587736524293865600,su,su,,2,20.2374,18.5972,17.7767,17.3299,17.0508,19.3872,18.3268,17.7025,17.3055,17.0078,0.105801,0.0110226,0.00811745,0.00703944,0.0186729,0.0738786,0.0118539,0.0101953,0.00915106,0.0258944,-18.1217,-19.6763,-20.3104,-20.6644,-20.8915,-19.29,-20.3519,-20.8375,-21.0918,-21.2747,1799,53556,64,-9999,-9999,-9999,0.0743759,-9999.0,0.115482,0.140299,201.96422,201.96353,6.7137847,6.7124848,0.75289,-9999.0,10.1908,10.2278,0.0354503,0.0307537
587736524299567326,587736524299567360,s,s,,2,19.5616,18.3432,17.6966,17.4314,17.138,17.8589,16.5268,15.8567,15.4935,15.1783,0.0890359,0.0120672,0.0101339,0.0105252,0.0297337,0.0249343,0.00409496,0.00356877,0.00339862,0.00711323,-13.279,-14.4368,-15.0487,-15.2923,-15.5593,-19.8906,-21.137,-21.7087,-21.97,-22.2074,1826,53499,170,-9999,-9999,-9999,0.0473406,-9999.0,0.0112739,0.0936942,214.99612,214.99579,6.0515885,6.0555916,0.765197,-9999.0,9.69406,10.5567,0.0364867,0.0363657
587736524833620101,587736524833620096,su,su,,2,19.3596,17.906,16.743,16.3083,16.0499,19.0609,17.1039,16.132,15.6913,15.3066,0.0578661,0.00837558,0.00520609,0.0050775,0.0116661,0.0440815,0.0049048,0.0037299,0.00364387,0.00689004,-20.646,-22.1069,-22.8301,-23.1257,-23.3289,-19.1646,-20.9953,-21.7248,-22.1078,-22.4533,1805,53875,115,-9999,-9999,-9999,0.0842366,-9999.0,0.205765,0.105027,208.52847,208.53012,6.7073336,6.7080679,0.687191,-9999.0,10.8266,11.0582,0.0642334,0.0514891
587736524838273047,587736524838273024,s,s,,2,17.813,16.5923,16.0932,15.7928,15.6404,17.7207,16.0375,15.1987,14.7935,14.4761,0.0321343,0.00563258,0.00496792,0.00567696,0.0169242,0.0226599,0.00340058,0.00285356,0.00290728,0.00561606,-18.0433,-19.1275,-19.6105,-19.8256,-19.8946,-19.6906,-21.2633,-21.9511,-22.2876,-22.5826,1828,53504,175,-9999,-9999,-9999,0.0588652,-9999.0,0.0416376,0.0779699,219.21552,219.21074,6.140029,6.1392903,0.619016,-9999.0,10.2714,11.0846,0.0486575,0.0358048
587736525374750812,587736525374750848,s,s,,2,18.7696,18.2606,17.874,17.5551,17.6144,19.3778,18.3592,18.0307,17.4953,17.6675,0.024203,0.00698455,0.00689341,0.00743735,0.0269758,0.0500379,0.00846093,0.00937796,0.00896794,0.0408277,-19.2641,-19.6773,-20.0352,-20.1505,-20.1051,-18.9034,-19.8583,-20.1396,-20.4717,-20.3035,1828,53504,393,-9999,-9999,-9999,0.0906944,-9999.0,0.108455,0.121161,218.4157,218.41495,6.4888287,6.4884868,0.450078,-9999.0,9.91143,9.9549,0.0436158,0.0378157
587736525374750876,587736525374750848,s,s,,2,19.1866,17.9395,17.3772,17.0136,16.7633,19.892,18.7488,17.5253,16.9815,16.5838,0.0589394,0.00819889,0.00776681,0.00838563,0.0264782,0.117776,0.0155629,0.00912655,0.00876927,0.0257579,-18.4521,-19.6061,-20.1018,-20.3437,-20.4899,-21.0308,-22.351,-22.9624,-23.327,-23.6209,1827,53531,621,-9999,-9999,-9999,0.0866872,-9999.0,0.0903427,0.286035,218.33443,218.3365,6.6855412,6.686769,0.682296,-9999.0,10.2162,11.0513,0.0496721,0.0377385
587736525908607127,587736525908607104,s,s,,2,19.0953,17.8454,17.3241,17.0055,16.9377,21.136,19.8005,18.9018,18.3007,18.0208,0.0521562,0.00920496,0.00907049,0.0120511,0.0346005,0.159159,0.0228087,0.01542,0.0147844,0.0353361,-16.4717,-17.6096,-18.1142,-18.3704,-18.3594,-18.9785,-20.4393,-20.9285,-21.3716,-21.5745,1824,53491,415,-9999,-9999,-9999,0.0704417,-9999.0,0.0375286,0.228601,211.48337,211.48474,7.4309201,7.4301944,0.502709,-9999.0,9.94239,10.005,0.0384778,0.0403616
587736526446264556,587736526446264576,s,s,lcand,2,16.4752,15.1049,14.3112,13.8166,13.5643,17.2123,15.6293,14.9366,14.5617,14.175,0.0283063,0.0195087,0.011623,0.00320372,0.00820233,0.0286195,0.0036465,0.00320411,0.00338868,0.00699364,-22.9906,-24.4116,-24.9213,-25.2792,-25.4476,-11.6839,-13.2284,-13.8903,-14.2471,-14.6176,1810,53794,240,-9999,-9999,-9999,0.0239333,-9999.0,0.183024,0.00187449,213.40747,213.41376,7.6600122,7.6584625,0.872582,-9999.0,10.5461,10.0803,0.0355251,0.0480684
587736541474914354,587736541474914304,s,s,good_but_2big,1,17.4033,16.0885,15.5384,15.2243,14.9987,16.0768,14.4943,13.6575,13.2017,12.8339,0.0251689,0.00396682,0.00357984,0.00346511,0.00830763,0.0103316,0.00220385,0.00194703,0.00186046,0.0026128,-18.2412,-19.4413,-19.9646,-20.2161,-20.365,-22.3077,-23.7975,-24.4301,-24.7993,-25.1186,1798,53851,65,-9999,-9999,-9999,0.0324176,-9999.0,0.0384397,0.115308,200.23991,200.24829,8.9854746,8.9783077,0.4494,-9999.0,9.92231,11.1186,0.0528136,0.0422397
587736541474980009,587736541474979968,s,s,,2,19.423,18.0371,16.7785,16.2912,15.9902,20.6995,19.9415,18.7521,18.4132,17.8927,0.0648358,0.00862301,0.00493384,0.00440187,0.00943036,0.189274,0.0331757,0.0187537,0.0180158,0.0399858,-21.0458,-22.4564,-23.1821,-23.5107,-23.7502,-20.4432,-21.6181,-22.2281,-22.406,-22.7007,1798,53851,12,-9999,-9999,-9999,0.0895883,-9999.0,0.236153,0.352644,200.45601,200.45714,8.9778376,8.9769897,0.526939,-9999.0,11.0949,10.515,0.0546586,0.0487154
587736541479895177,587736541479895168,su,s,,2,19.0134,16.9307,15.9947,15.5621,15.6518,18.0558,16.1565,15.2397,14.7538,14.3478,0.0485975,0.00463715,0.00352453,0.00331987,0.00836835,0.048298,0.00436484,0.00329521,0.00303817,0.00609176,-18.4135,-20.3953,-21.1819,-21.5516,-21.4434,-20.4662,-22.2473,-22.9047,-23.3198,-23.6795,1809,53792,195,-9999,-9999,-9999,0.0584096,-9999.0,0.0795247,0.117884,211.74355,211.74103,8.2392836,8.236517,0.869745,-9999.0,10.7204,11.08,0.0884365,0.0536184
587736542017880219,587736542017880192,s,s,,2,18.578,17.6325,17.2096,16.8597,16.7653,19.6659,18.7264,18.2492,18.1935,17.5955,0.0266801,0.00582374,0.00560545,0.00584294,0.0174075,0.137075,0.0223517,0.026177,0.0490362,0.0754329,-19.7901,-20.6772,-21.0484,-21.1891,-21.2959,-10.4378,-11.3221,-11.7663,-11.7972,-12.3736,1811,53533,279,-9999,-9999,-9999,0.0547467,-9999.0,0.125454,0.00321152,214.39491,214.39326,8.3394203,8.3405294,0.536939,-9999.0,9.71473,9.28531,0.0401658,0.0317508
587736542554554614,587736542554554624,su,su,,2,20.72,18.707,17.7771,17.3578,16.9964,18.9336,16.9846,16.0649,15.6484,15.3029,0.136273,0.0103729,0.00755412,0.00750927,0.020178,0.058649,0.00519416,0.00396812,0.00393799,0.00978855,-16.7632,-18.6663,-19.4099,-19.7833,-20.1282,-18.4464,-20.2904,-21.0351,-21.4041,-21.735,1810,53794,495,-9999,-9999,-9999,0.082965,-9999.0,0.0800562,0.0771918,213.92386,213.92194,8.917593,8.9154921,0.472956,-9999.0,10.3511,10.9794,0.0579102,0.0485993
587736542559731993,587736542559731968,su,su,,2,18.3966,16.7876,15.9646,15.5382,15.2936,19.5962,17.7652,16.7611,16.3461,16.0442,0.0496914,0.00558462,0.00437546,0.00438368,0.0120934,0.0840165,0.00756602,0.00534577,0.00541832,0.0145138,-19.1958,-20.697,-21.3674,-21.72,-21.937,-18.5669,-20.265,-21.0284,-21.3839,-21.6461,1815,53884,110,-9999,-9999,-9999,0.0802417,-9999.0,0.0842555,0.101581,225.83594,225.83476,7.6077261,7.6087799,0.705754,-9999.0,10.9975,10.6798,0.0367383,0.0763637
587736542560387453,587736542560387456,su,s,,2,19.3404,17.3869,16.4561,16.0143,15.6693,19.0824,18.0451,17.4703,17.1269,16.8856,0.0678722,0.0060296,0.00453698,0.00446632,0.0110727,0.0519741,0.00885987,0.0086746,0.00934871,0.0275107,-18.2932,-20.1248,-20.8567,-21.2448,-21.5658,-19.4093,-20.418,-20.8938,-21.0732,-21.2231,1816,53919,513,-9999,-9999,-9999,0.0786419,-9999.0,0.0835701,0.130349,227.34235,227.34151,7.6145234,7.6122751,0.566426,-9999.0,10.8449,10.2512,0.0635117,0.0337274
587736542560780690,587736542560780672,su,su,,2,19.8446,18.293,17.4983,17.1264,16.8359,19.0396,17.2167,16.4048,16.0056,15.7104,0.0632755,0.00800791,0.00634892,0.00643232,0.0172406,0.0477161,0.00522179,0.00426125,0.004258,0.0104689,-15.2828,-16.7551,-17.4721,-17.8044,-18.0746,-16.3626,-18.1092,-18.8331,-19.1917,-19.4677,1816,53919,633,-9999,-9999,-9999,0.0517985,-9999.0,0.0302345,0.0340445,228.21683,228.21893,7.509006,7.5092664,0.566962,-9999.0,9.96781,10.4641,0.0346903,0.0380067
587736543088148522,587736543088148480,s,s,,2,17.6873,16.5015,15.9627,15.599,15.3897,18.5775,17.2686,16.6997,16.3622,16.1519,0.0264462,0.00462389,0.00420021,0.00476456,0.0112643,0.0411221,0.00617716,0.00548025,0.00634251,0.0150596,-20.1628,-21.2451,-21.7136,-21.9302,-22.0352,-17.7952,-18.9645,-19.4917,-19.7393,-19.8592,1804,53886,468,-9999,-9999,-9999,0.0685514,-9999.0,0.0969919,0.0512921,206.34514,206.34479,9.7760019,9.7705421,0.410246,-9999.0,10.5756,10.1987,0.0448723,0.0528534
587736543093653758,587736543093653760,s,s,,2,18.2777,16.948,16.3913,16.093,15.8577,20.9473,19.6706,19.2834,19.1457,18.622,0.0390887,0.00647831,0.0101873,0.0111397,0.0230533,0.129868,0.0209391,0.0273941,0.0495663,0.0822563,-17.2706,-18.4822,-19.0066,-19.2432,-19.4018,-14.2982,-15.4361,-15.8249,-15.8711,-16.3687,1812,53795,633,-9999,-9999,-9999,0.0274611,-9999.0,0.0365179,0.0320089,219.14636,219.14546,8.7504234,8.7528782,0.479,-9999.0,9.56402,8.40163,0.0546283,0.0527444
587736543096537370,587736543096537344,eu,eu,,3,19.2278,17.2943,16.334,15.8777,15.542,22.7065,20.561,19.4495,18.812,18.4732,0.0525582,0.0057612,0.00412737,0.00438724,0.00835554,0.320535,0.0276131,0.0167304,0.0148661,0.0311403,-18.8114,-20.6095,-21.3349,-21.735,-22.0349,-17.7866,-19.9082,-20.4703,-20.9495,-21.2287,1815,53884,498,-9999,-9999,-9999,0.0896138,-9999.0,0.0966527,0.231128,225.72382,225.724,8.139761,8.1405029,0.499864,-9999.0,11.0441,10.0944,0.0517833,0.0632744
587736543097520486,587736543097520512,s,s,,2,19.2199,17.9681,17.2412,16.6217,16.3097,18.332,17.3657,17.0261,16.7296,16.6433,0.0684637,0.0173341,0.00990615,0.0103754,0.019896,0.0236065,0.00566667,0.00590956,0.0071462,0.0172405,-20.4816,-21.8239,-22.2326,-22.7027,-22.9268,-17.9812,-18.7779,-19.1422,-19.2848,-19.3852,1816,53919,565,-9999,-9999,-9999,0.0942164,-9999.0,0.20044,0.0510899,227.97879,227.97908,7.906776,7.9106469,0.698266,-9999.0,10.8088,10.2597,0.0325977,0.0378896
587736543100862753,587736543100862720,e,e,,2,18.5567,16.6341,15.7105,15.2446,14.9905,19.2629,17.0833,16.1108,15.7041,15.2564,0.031152,0.00414504,0.00319689,0.00329848,0.00604609,0.0526421,0.00527032,0.00379204,0.00407973,0.00696271,-19.0148,-20.8025,-21.53,-21.9294,-22.1533,-18.6213,-20.6529,-21.3958,-21.7387,-22.149,1821,53167,428,-9999,-9999,-9999,0.070345,-9999.0,0.0797394,0.0890285,235.65625,235.65729,6.8568797,6.8577504,0.736613,-9999.0,11.0417,10.8797,0.0568679,0.0643903
587736543621808196,587736543621808256,s,s,,2,18.9416,18.0722,17.5249,17.2717,17.2412,19.0804,18.2329,18.9666,18.7191,19.152,0.0483083,0.00882704,0.00812961,0.00953457,0.0292806,0.0531405,0.0103995,0.0244698,0.0284158,0.142777,-8.10673,-8.94576,-9.47133,-9.71047,-9.72667,-23.9033,-25.4497,-25.1787,-25.0462,-24.2039,1798,53851,379,-9999,-9999,-9999,0.069869,-9999.0,8.14036E-4,0.999823,198.93414,198.9342,10.624601,10.623598,0.496031,-9999.0,9.93843,8.21359,0.0364393,0.0712554
587736543622987833,587736543622987776,s,s,,2,17.7609,16.9203,16.7955,16.6222,16.6136,18.0551,16.9668,16.5152,16.2388,16.0195,0.0247437,0.00546091,0.00629384,0.00746511,0.0222513,0.0263227,0.00487045,0.00459709,0.00483562,0.0131742,-9.0851,-9.88145,-9.97474,-10.1269,-10.1171,-17.7577,-18.7058,-19.1558,-19.337,-19.4932,1800,53884,520,-9999,-9999,-9999,0.0401556,-9999.0,7.24491E-4,0.041144,201.70836,201.70694,10.55966,10.558293,0.53212,-9999.0,9.3956,9.78568,0.036939,0.0440152
587736543623446600,587736543623446656,su,su,,3,19.0226,17.4162,16.6294,16.2682,15.9124,19.9032,17.8329,16.7956,16.2389,15.8916,0.0556041,0.00633671,0.00497188,0.00518691,0.0112718,0.0853576,0.00696014,0.00476801,0.00447329,0.00890282,-14.7419,-16.2809,-17.0011,-17.3307,-17.6625,-19.4771,-21.3901,-22.043,-22.492,-22.787,1800,53884,621,-9999,-9999,-9999,0.0873586,-9999.0,0.0165407,0.152613,202.70114,202.70103,10.546535,10.545597,0.581616,-9999.0,10.6761,10.9233,0.0542143,0.0745459
587736543628624199,587736543628624256,s,s,,1,19.4376,18.3066,17.8048,17.4174,17.1961,18.546,16.9531,16.1331,15.6177,15.2886,0.0774957,0.0104926,0.00981415,0.0110973,0.0309794,0.0433449,0.00450544,0.00374335,0.00365134,0.00714864,-18.5668,-19.6127,-20.0485,-20.2786,-20.4114,-19.9985,-21.4933,-22.0886,-22.5117,-22.7873,1811,53533,368,-9999,-9999,-9999,0.080532,-9999.0,0.105185,0.120988,214.80017,214.8028,9.6880512,9.6886015,0.486303,-9999.0,9.9971,10.9515,0.0429395,0.0469575
587736583889944595,587736583889944576,su,su,,2,19.6067,18.048,16.7541,16.3443,16.0104,18.4237,16.7989,15.8298,15.3777,15.0118,0.0338301,0.00665824,0.00417151,0.00426045,0.0071053,0.0344991,0.00568423,0.00368581,0.00377131,0.00731201,-20.576,-22.0728,-22.8601,-23.1441,-23.4412,-20.583,-22.1368,-22.8106,-23.1775,-23.5069,1379,53084,84,1642,53115,620,0.0666876,0.0659923,0.211941,0.146707,211.96143,211.95831,38.106293,38.106949,0.473866,0.728866,10.8149,11.0883,0.0441974,0.0426225
587736584424849445,587736584424849408,s,s,,2,16.8377,16.0527,15.7492,15.691,15.5913,21.6895,21.3858,19.7456,19.2418,18.7018,0.0132062,0.00350801,0.00352334,0.0041233,0.0125287,0.171326,0.0515272,0.0207314,0.0183929,0.0409086,-7.99058,-8.76033,-9.05314,-9.104,-9.1975,-20.1495,-20.7419,-21.5644,-21.8456,-22.2599,1377,53050,90,-9999,-9999,-9999,0.0109857,-9999.0,3.00439E-4,0.377362,206.61572,206.6133,39.678337,39.675804,0.587259,-9999.0,8.70649,8.0,0.0316628,0.129099
587736584429568098,587736584429568128,s,su,,2,18.7702,18.1209,17.3216,17.0555,16.8242,20.7569,18.7364,17.5162,17.0453,16.6808,0.0264119,0.00711114,0.00562879,0.00584527,0.0136875,0.108358,0.00960252,0.00603185,0.00569672,0.0115844,-21.3178,-22.3471,-22.8273,-22.9742,-23.0117,-19.1179,-20.9428,-21.684,-22.0511,-22.3826,1382,53115,215,-9999,-9999,-9999,0.0593427,-9999.0,0.274514,0.180287,219.65041,219.65176,36.271019,36.27055,0.419446,-9999.0,10.2907,10.4642,0.0368324,0.0719303
587736584434614458,587736584434614400,s,s,,3,18.5015,16.8791,16.0553,15.6579,15.269,19.5801,18.4157,17.5432,17.0773,17.5072,0.0511865,0.00505643,0.00395413,0.00372038,0.0077137,0.0768773,0.0115392,0.00832377,0.00746883,0.0335103,-16.4429,-18.027,-18.7733,-19.1464,-19.5226,-20.1705,-21.5119,-22.0937,-22.3981,-21.8526,1388,53119,266,1387,53118,60,0.0779249,0.0776872,0.0288824,0.217145,232.06039,232.06047,31.24893,31.247622,0.573407,0.573707,10.8991,9.87147,0.0438017,0.0828396
587736584437956855,587736584437956864,su,su,,2,20.6987,18.6929,17.7296,17.2716,16.8748,22.8184,20.712,19.3846,18.7792,18.4794,0.112132,0.00938202,0.00645059,0.00588885,0.0124894,0.582537,0.0373544,0.0171786,0.0140341,0.0363921,-17.6391,-19.5005,-20.2057,-20.5933,-20.9404,-18.3243,-20.4222,-21.0677,-21.4827,-21.6945,1392,52822,263,-9999,-9999,-9999,0.0888543,-9999.0,0.106549,0.27585,239.4839,239.48421,27.2236,27.224731,0.445836,-9999.0,10.5133,10.1711,0.0525825,0.068442
587736584438087878,587736584438087936,e,s,,2,18.5018,16.5284,15.5757,15.1299,14.7856,17.475,16.1439,15.4117,15.0002,14.698,0.0348066,0.00389078,0.00299629,0.00278977,0.00513743,0.0198992,0.00323778,0.00277168,0.00263855,0.00495348,-19.073,-20.903,-21.6468,-22.0289,-22.3416,-20.9563,-22.1969,-22.7652,-23.048,-23.2497,1392,52822,297,1391,52817,87,0.0642824,0.0660134,0.07886,0.117304,239.66667,239.66267,26.977661,26.976913,0.708969,0.604306,11.0724,11.1391,0.0576849,0.0328255
587736584441168101,587736584441168128,s,s,,2,18.5588,17.5062,17.1677,16.946,16.8032,20.1033,19.7528,20.2941,20.0474,19.7577,0.0282072,0.00913504,0.00560819,0.00736608,0.0183267,0.0467379,0.0145757,0.0256541,0.0270715,0.0814514,-16.5992,-17.4905,-17.8136,-17.9325,-18.0532,-23.0329,-24.0434,-23.9329,-23.775,-23.6385,1658,53240,522,-9999,-9999,-9999,0.0435936,-9999.0,0.0296217,0.998086,246.21364,246.21367,22.94854,22.950359,0.404211,-9999.0,9.45647,8.0,0.0415327,0.129099
587736584964800670,587736584964800640,su,su,,3,21.1086,18.0704,17.0257,16.6327,16.3941,18.6803,17.4589,17.0129,16.6195,16.3496,0.181543,0.00780435,0.00505081,0.00533726,0.0130582,0.0360176,0.00546963,0.00522707,0.00550255,0.0141669,-17.2199,-20.1361,-20.9292,-21.2696,-21.4708,-18.6897,-19.8117,-20.2304,-20.4921,-20.6841,1381,53089,355,1380,53084,70,0.0797985,0.0796975,0.110389,0.0828489,215.34464,215.34518,38.059284,38.058521,0.589777,0.607681,10.6669,10.247,0.128564,0.0511568
587736584968798508,587736584968798464,s,su,,3,20.0944,18.3597,17.5091,17.1238,16.7598,20.5271,18.9755,18.3108,17.7521,17.5387,0.0766781,0.00933695,0.00772313,0.00697469,0.0169393,0.0717313,0.0102626,0.00877015,0.00799895,0.0203177,-15.5096,-17.2052,-17.9698,-18.3301,-18.6891,-17.7128,-19.2052,-19.7189,-20.187,-20.3483,1385,53108,316,-9999,-9999,-9999,0.0777557,-9999.0,0.0388897,0.114764,225.8867,225.88728,34.450832,34.450397,0.61702,-9999.0,10.3722,9.92853,0.0399417,0.0507174
587736584975286588,587736584975286528,eu,su,,2,19.2006,17.1894,16.1917,15.7569,15.4136,19.7238,18.0271,16.9413,16.444,16.115,0.046887,0.00512273,0.0036978,0.00367269,0.0075314,0.0527235,0.00722529,0.00486193,0.00460128,0.00971516,-18.8906,-20.7482,-21.4988,-21.8677,-22.1671,-19.9899,-21.599,-22.2792,-22.6452,-22.9103,1393,52824,355,1392,52822,107,0.0902192,0.0891214,0.0959476,0.176062,240.79384,240.79137,26.95525,26.953609,0.508466,0.579578,11.1913,10.952,0.0596273,0.0499248
587736584975614161,587736584975614208,s,s,,1,18.8553,17.4903,16.9312,16.4958,16.2072,18.4694,17.2122,16.6841,16.3175,16.111,0.0503325,0.00730377,0.00651214,0.0066906,0.0181097,0.0323857,0.00570647,0.00516733,0.00541701,0.0144201,-18.7662,-19.9918,-20.459,-20.7584,-20.9321,-18.9725,-20.0724,-20.536,-20.7497,-20.8546,1392,52822,14,1393,52824,278,0.0696144,0.0695152,0.0842007,0.0783934,241.39539,241.38905,26.55736,26.550671,0.634445,0.289046,10.2545,10.2273,0.0483996,0.0503449
587736584975745123,587736584975745152,s,s,,2,18.2111,17.49,17.1432,16.6867,16.6107,21.1275,19.1476,18.6878,18.1399,18.1383,0.0188911,0.00546152,0.00530009,0.00525435,0.0132726,0.107259,0.0116879,0.0103889,0.00940407,0.0268899,-20.164,-20.7683,-21.0446,-21.2714,-21.3476,-16.2955,-18.1158,-18.4938,-18.9007,-18.7873,1393,52824,238,-9999,-9999,-9999,0.0884009,-9999.0,0.117797,0.0765903,241.67984,241.68115,26.273651,26.274017,0.65833,-9999.0,10.3876,9.82138,0.0300342,0.0713235
