object1,object2,morph1,morph2,comments,stage,u_app_1,g_app_1,r_app_1,i_app_1,z_app_1,u_app_2,g_app_2,r_app_2,i_app_2,z_app_2,u_app_err_1,g_app_err_1,r_app_err_1,i_app_err_1,z_app_err_1,u_app_err_2,g_app_err_2,r_app_err_2,i_app_err_2,z_app_err_2,u_abs_1,g_abs_1,r_abs_1,i_abs_1,z_abs_1,u_abs_2,g_abs_2,r_abs_2,i_abs_2,z_abs_2,plate1,mjd1,fiberid1,plate2,mjd2,fiberid2,specz1,specz2,photoz1,photoz2,ra1,ra2,dec1,dec2,vote1,vote2,kmass1,kmass2,kmass_err1,kmass_err2
587725550141702191,587725550141702144,s,s,,2,18.8747,17.9845,17.6622,17.3627,17.3022,18.198,17.3547,16.9258,16.552,16.4823,0.0271555,0.00719854,0.00687555,0.00765086,0.0226254,0.0325742,0.00844359,0.00750957,0.0080912,0.0246252,-17.5652,-18.2979,-18.6543,-18.7972,-18.884,-20.4262,-21.2885,-21.6519,-21.8243,-21.9145,603,52056,368,496,51988,201,0.0897246,0.0900448,0.0552405,0.14607,201.09247,201.09799,65.406944,65.406929,0.874325,0.783547,9.99041,10.4246,0.0347042,0.0326075
587725550674575480,587725550674575488,eu,s,,2,20.9681,18.6544,17.7816,17.2876,17.0254,18.7512,17.6973,17.1817,17.0106,16.8816,0.243798,0.0131857,0.00956812,0.00902316,0.0232354,0.0644934,0.0102886,0.0097469,0.0121087,0.0370245,-16.3769,-18.6002,-19.3052,-19.7618,-20.0168,-10.2733,-11.304,-11.8065,-11.9683,-12.0856,492,51955,15,-9999,-9999,-9999,0.0510796,-9999.0,0.0778989,0.00205533,178.77876,178.77867,66.564125,66.565186,0.433237,-9999.0,9.96488,9.74165,0.0665612,0.0325404
587725550676869210,587725550676869248,s,s,,2,18.6282,17.836,17.5987,17.333,17.2755,17.7987,16.6597,16.0951,15.7056,15.4832,0.0521323,0.0107766,0.0120915,0.0140805,0.0470137,0.0304795,0.00528899,0.00467836,0.00471679,0.0116861,-16.9028,-17.5513,-17.8102,-17.9645,-18.0216,-20.4366,-21.5319,-22.0032,-22.2531,-22.3676,495,51988,270,-9999,-9999,-9999,0.0736447,-9999.0,0.0367693,0.117402,191.94199,191.93349,66.632309,66.630524,0.735606,-9999.0,9.67126,10.6562,0.0354214,0.0373608
587725550680342835,587725550680342784,s,s,,2,19.8983,18.5043,17.5877,17.0856,16.7187,19.8368,18.908,17.994,17.43,17.3127,0.123169,0.0143545,0.0098272,0.00919418,0.0219498,0.064882,0.0119361,0.00841129,0.00736089,0.019909,-19.2004,-20.5357,-21.1585,-21.565,-21.8859,-20.1565,-21.2401,-21.7828,-22.1941,-22.2302,498,51984,292,-9999,-9999,-9999,0.0952228,-9999.0,0.151838,0.227185,210.63896,210.64188,64.440704,64.439827,0.62415,-9999.0,10.7944,10.5907,0.0326997,0.0402727
587725551190671733,587725551190671744,s,s,,2,19.3571,17.9165,17.0902,16.6376,16.3121,20.491,19.1774,18.6381,18.0882,18.037,0.045423,0.00729274,0.00549658,0.00529883,0.0120133,0.0858559,0.0144864,0.0132437,0.0117266,0.0350648,-19.3876,-20.728,-21.3329,-21.6638,-21.9067,-17.9826,-19.2222,-19.6271,-20.0206,-19.944,431,51877,129,-9999,-9999,-9999,0.0846484,-9999.0,0.128672,0.121709,113.22353,113.22398,36.428707,36.427189,0.548602,-9999.0,10.6693,9.67469,0.032509,0.0465939
587725551197552862,587725551197552896,s,s,,2,18.5227,17.2199,16.5482,16.0949,15.8997,20.2015,19.0612,18.5784,18.0931,17.8919,0.0390942,0.00636557,0.00532628,0.00519626,0.0146608,0.0613927,0.0117496,0.0108778,0.0101743,0.0279213,-19.9341,-21.1712,-21.6952,-22.0148,-22.0969,-18.2306,-19.3135,-19.6896,-20.0095,-20.1055,440,51912,630,442,51882,247,0.0970915,0.0966754,0.12174,0.123621,124.80224,124.80128,49.730415,49.72879,0.487208,0.344453,10.8252,9.97542,0.0373206,0.040687
587725551216099348,587725551216099328,s,s,,3,16.5542,15.5478,15.08,14.7125,14.4821,20.8843,19.1768,18.4191,18.0346,17.9051,0.0133106,0.00317736,0.0029968,0.00308518,0.00723634,0.098262,0.012915,0.0095179,0.00948472,0.0259149,-21.6496,-22.6099,-23.016,-23.2186,-23.3854,-15.9511,-17.5606,-18.2293,-18.5471,-18.6597,497,51989,184,-9999,-9999,-9999,0.0472694,-9999.0,0.11812,0.0638182,205.20473,205.20219,65.823921,65.823776,0.787187,-9999.0,10.738,9.47552,0.0361416,0.0499103
587725551218065563,587725551218065536,s,s,,2,19.9855,18.0653,17.1464,16.6573,16.28,20.8259,19.5557,18.4536,17.9506,17.5819,0.0884087,0.00851742,0.0060,0.00568725,0.0131558,0.150356,0.0223282,0.0130481,0.0118743,0.0306349,-18.6818,-20.5062,-21.1623,-21.5784,-21.9141,-19.5519,-20.9687,-21.5922,-21.9408,-22.2326,499,51988,359,-9999,-9999,-9999,0.0779145,-9999.0,0.127506,0.248544,214.93613,214.93922,64.051025,64.052818,0.622391,-9999.0,10.5965,10.4495,0.0482605,0.0386431
587725551729311837,587725551729311872,s,s,,2,19.1548,17.8507,17.2769,16.8918,16.5609,17.1018,16.3627,16.2392,15.9918,15.91,0.0436026,0.00737342,0.0063272,0.00625908,0.0170764,0.00992583,0.00335941,0.00375018,0.00393582,0.0116883,-18.4954,-19.6654,-20.155,-20.4008,-20.6162,-11.63,-12.2919,-12.3617,-12.5723,-12.6226,432,51884,437,-9999,-9999,-9999,0.0409393,-9999.0,0.0860773,0.00163577,115.22531,115.22433,40.067654,40.069874,0.702805,-9999.0,9.70778,9.66976,0.0434175,0.0382743
587725551751921844,587725551751921792,s,eu,,3,19.7045,17.7521,16.7625,16.3819,16.058,21.096,19.0154,17.9764,17.3186,16.8758,0.0644764,0.00646953,0.00457402,0.00464357,0.0114103,0.212457,0.0157699,0.00992779,0.00837292,0.0216524,-18.0988,-19.944,-20.7304,-21.0668,-21.3698,-21.1603,-23.8907,-24.3602,-24.6481,-24.8663,496,51988,486,-9999,-9999,-9999,0.0989755,-9999.0,0.0916795,0.520864,200.13574,200.13519,66.994118,66.993095,0.462215,-9999.0,10.8365,10.6147,0.0763986,0.0619916
587725551755657349,587725551755657344,s,s,,3,18.9827,17.5177,16.9377,16.5699,16.2782,18.8722,17.3353,16.5218,16.0488,15.9264,0.0583233,0.00749509,0.00669099,0.00698163,0.0208005,0.0507414,0.0063828,0.00500057,0.00489402,0.0152232,-17.9031,-19.2658,-19.7992,-20.0803,-20.305,-19.9709,-21.4761,-22.0745,-22.4429,-22.5025,499,51988,39,-9999,-9999,-9999,0.0766856,-9999.0,0.0665904,0.143567,218.89241,218.89206,63.557945,63.559055,0.550639,-9999.0,10.2422,10.6764,0.0655601,0.0494911
587725552269656205,587725552269656192,s,s,,2,18.5769,17.5942,17.1188,16.8543,16.7286,18.2039,16.7675,16.0772,15.6989,15.3879,0.0378149,0.00852854,0.00797585,0.00944415,0.0254628,0.0362292,0.00585838,0.00523608,0.00529999,0.0113189,-16.0698,-16.8778,-17.2901,-17.4657,-17.5288,-18.1631,-19.4199,-20.0082,-20.288,-20.5243,438,51884,396,-9999,-9999,-9999,0.0220766,-9999.0,0.0222834,0.0467445,120.43497,120.4372,47.067249,47.064648,0.707885,-9999.0,8.9769,9.66457,0.0366766,0.0406647
587725552285843583,587725552285843584,s,s,,2,18.7263,17.9103,17.5128,17.153,17.1367,20.6889,18.7447,18.0753,17.6831,17.3142,0.0307216,0.00744606,0.00738741,0.0082463,0.0247744,0.180883,0.01481,0.012235,0.0137086,0.0317472,-19.7931,-20.6047,-20.9462,-21.1049,-21.1405,-5.6555,-7.57278,-8.22108,-8.60024,-8.95735,493,51957,498,-9999,-9999,-9999,0.0865349,-9999.0,0.138723,5.90828E-4,182.50642,182.50203,68.014328,68.013916,0.571661,-9999.0,10.1546,10.0796,0.0340408,0.0832415
587725552809279538,587725552809279488,s,s,,2,17.6104,16.8033,16.4919,16.2165,16.0428,17.9853,16.7495,16.1532,15.8362,15.5873,0.0186219,0.00485238,0.00490453,0.00550197,0.0137773,0.0266565,0.00463672,0.0040953,0.00447791,0.0107144,-17.9126,-18.5438,-18.8442,-18.9987,-19.1509,-17.0424,-18.1451,-18.685,-18.9419,-19.1114,442,51882,413,444,51883,315,0.0339996,0.0339231,0.0344626,0.02786,125.76289,125.76834,52.39291,52.394688,0.652388,0.552972,9.52808,9.81424,0.0345348,0.0399314
587725552822911125,587725552822911104,s,s,,1,17.6103,16.2812,15.4887,14.9674,14.684,17.0769,15.7295,15.136,14.7571,14.5419,0.0226583,0.00405603,0.00327292,0.00310422,0.00641399,0.0261702,0.00389863,0.00367785,0.00399117,0.00947354,-21.773,-23.1529,-23.673,-24.0662,-24.2733,-20.0969,-21.3486,-21.889,-22.1707,-22.31,493,51957,561,-9999,-9999,-9999,0.0601734,-9999.0,0.179584,0.0753181,183.61165,183.62964,68.356583,68.360191,0.822231,-9999.0,11.0995,10.7543,0.0324334,0.0510843
587725552826974326,587725552826974336,e,eu,,2,18.02,16.0551,15.064,14.6253,14.2771,18.8057,16.6998,15.788,15.3539,15.073,0.0324651,0.00354961,0.00268786,0.00270491,0.00497064,0.0532893,0.0046686,0.00351614,0.00350993,0.00750084,-20.1494,-21.9854,-22.7353,-23.1196,-23.4308,-18.4521,-20.4546,-21.196,-21.5837,-21.8516,497,51989,564,-9999,-9999,-9999,0.0677279,-9999.0,0.102689,0.0734432,208.009,208.00404,66.838951,66.838684,0.484077,-9999.0,11.4331,11.0667,0.0617657,0.0689207
587725552827826266,587725552827826304,s,s,,2,17.9962,16.1216,15.2808,14.8629,14.5532,19.0151,17.6613,16.6995,16.3217,16.126,0.0352717,0.00388716,0.0030679,0.00310339,0.00623303,0.103848,0.0133008,0.00860484,0.00927211,0.0263946,-18.5198,-20.3231,-21.0485,-21.4266,-21.7328,-20.5191,-21.9418,-22.6041,-22.8493,-22.9718,498,51984,523,-9999,-9999,-9999,0.0672514,-9999.0,0.0560881,0.18961,212.14134,212.13618,65.974869,65.976181,0.691954,-9999.0,11.2499,10.5859,0.0404646,0.0412255
587725575887126711,587725575887126656,s,s,,2,18.0571,16.9461,16.5217,16.2782,16.1832,17.0271,16.1483,15.8771,15.7185,15.6904,0.0406568,0.00795972,0.00729902,0.0086426,0.0263919,0.020594,0.00525475,0.00538667,0.00662381,0.0203515,-17.2043,-18.1913,-18.6196,-18.7845,-18.8376,-9.68302,-10.525,-10.7701,-10.911,-10.924,352,51789,291,-9999,-9999,-9999,0.0346024,-9999.0,0.0328268,6.89221E-4,258.09705,258.10303,62.513542,62.513119,0.621778,-9999.0,9.50611,9.63347,0.0356985,0.0320389
587725576423407835,587725576423407872,s,s,,2,19.7751,18.2681,17.5433,17.1869,16.9317,20.1789,18.325,17.3521,16.9664,16.6991,0.077116,0.00897825,0.0071503,0.00709064,0.0179078,0.157,0.0125476,0.00823977,0.00799077,0.0203436,-15.0893,-16.5207,-17.1907,-17.5127,-17.7507,-17.6303,-19.3722,-20.1463,-20.4766,-20.7175,352,51789,363,350,51691,137,0.0706225,0.0824873,0.0275341,0.0908596,258.20331,258.20004,63.93803,63.937397,0.532123,0.465014,10.022,10.5729,0.0450876,0.0629708
587725576426356739,587725576426356736,s,s,,2,15.7375,15.0481,14.8473,14.677,14.5511,17.7341,16.4428,16.1627,16.0003,15.9338,0.00543709,0.00232175,0.00236071,0.00244283,0.00443095,0.0278132,0.00449252,0.00467564,0.00527933,0.015137,-6.62848,-7.26504,-7.42571,-7.57028,-7.67276,-16.242,-17.4202,-17.6779,-17.7813,-17.8278,358,51818,364,-9999,-9999,-9999,0.0285493,-9999.0,9.04736E-5,0.0181576,262.09927,262.10565,57.545395,57.544392,0.94156,-9999.0,9.99061,9.55144,0.0342978,0.0390581
587725577499640167,587725577499640192,s,s,,2,17.8886,16.7848,16.423,16.1616,16.0211,18.6461,17.3813,16.75,16.5072,16.3677,0.0182775,0.00394195,0.00397989,0.00430105,0.0127154,0.0374406,0.0061779,0.00513461,0.00573006,0.0188066,-17.9143,-18.8585,-19.2344,-19.3716,-19.5002,-10.2244,-11.4382,-12.0328,-12.2525,-12.3683,366,52017,116,-9999,-9999,-9999,0.0265604,-9999.0,0.0405922,0.00181984,263.02533,263.02588,58.620541,58.622082,0.48072,-9999.0,9.51452,9.47067,0.0433493,0.0469012
587725578038018388,587725578038018432,su,su,,2,20.041,18.0275,17.098,16.6459,16.2961,19.9499,18.8451,18.0494,17.6854,17.6202,0.0709814,0.00706587,0.00509731,0.00513411,0.00999456,0.0975074,0.0171123,0.0128277,0.0141549,0.0411431,-17.4549,-19.3329,-20.0616,-20.4538,-20.776,-19.7597,-21.018,-21.5451,-21.7248,-21.666,362,51999,580,-9999,-9999,-9999,0.0823726,-9999.0,0.0772441,0.210143,265.4393,265.44144,55.433773,55.433224,0.469025,-9999.0,10.6885,9.98224,0.0483405,0.0536989
587725589311979798,587725589311979776,s,s,,2,18.5988,16.7852,16.0268,15.584,15.2955,20.4739,19.712,17.9646,17.3818,16.7645,0.0594772,0.00548748,0.00447011,0.00438693,0.0101982,0.236021,0.0471714,0.0156778,0.013881,0.0271731,-18.0285,-19.7274,-20.3762,-20.752,-21.0199,-22.0951,-22.7111,-23.4993,-23.8163,-24.3,367,51997,624,358,51818,258,0.0614006,0.194286,0.0562933,0.379698,262.49286,262.49432,55.767754,55.766815,0.402889,0.282117,10.6827,11.5287,0.042549,0.0615704
587725589845115058,587725589845115008,e,s,,2,18.9294,16.8902,15.8774,15.4138,15.0811,19.4491,18.2212,17.4198,17.0596,16.9324,0.0430352,0.00441228,0.00322517,0.00315337,0.0063017,0.0662508,0.0103,0.00781207,0.008495,0.0261859,-19.7383,-21.6399,-22.3651,-22.7557,-23.0384,-19.5944,-20.8481,-21.4488,-21.6806,-21.6903,352,51789,420,350,51691,97,0.0845743,0.090318,0.121998,0.159148,258.42908,258.43115,64.08197,64.083862,0.439487,0.391814,11.2971,10.3612,0.0567203,0.0449668
587725589847802098,587725589847802112,s,s,,2,18.5985,17.5575,17.146,16.7411,16.6138,20.8199,20.2157,20.1035,19.6513,19.8591,0.0313428,0.0062325,0.00630797,0.00651261,0.0217655,0.0989809,0.0255712,0.0338905,0.032137,0.129502,-19.5978,-20.5418,-20.9025,-21.1003,-21.2212,-15.3683,-15.7908,-15.9139,-16.2152,-16.0057,366,52017,121,-9999,-9999,-9999,0.0793202,-9999.0,0.113502,0.0470778,262.0144,262.01395,58.157146,58.158054,0.500878,-9999.0,10.1825,8.73016,0.0427835,0.0410071
587725775071936685,587725775071936640,su,su,,2,20.2693,18.1781,17.2795,16.7649,16.52,19.7961,18.4392,17.6286,17.0263,16.7953,0.0984296,0.00837053,0.00603712,0.00564521,0.0155255,0.0591412,0.00922464,0.00698406,0.00613044,0.0170371,-16.9767,-18.9281,-19.6334,-20.0825,-20.2981,-20.1027,-21.5249,-21.9819,-22.4128,-22.5366,440,51912,504,-9999,-9999,-9999,0.0937871,-9999.0,0.0687868,0.205128,123.44788,123.44881,49.686047,49.685345,0.613512,-9999.0,10.6771,10.6497,0.0671749,0.0343066
587725775607169321,587725775607169280,s,s,,2,18.5895,17.4142,16.8367,16.4578,16.1679,19.4054,18.3404,17.896,17.6015,17.4409,0.0400579,0.00780614,0.00667356,0.00721789,0.0166423,0.0594742,0.0113373,0.0110413,0.0129294,0.0359159,-19.5225,-20.5899,-21.0651,-21.2886,-21.4571,-16.4079,-17.2981,-17.7213,-17.901,-18.0005,438,51884,198,-9999,-9999,-9999,0.0681791,-9999.0,0.104714,0.0390104,119.82966,119.82511,46.907181,46.908905,0.798375,-9999.0,10.405,9.70278,0.0364474,0.0440566
587725775608086591,587725775608086528,s,s,,2,18.5963,17.7022,17.3762,17.0128,16.9914,17.173,16.0296,15.6641,15.5542,15.5288,0.0279055,0.00719949,0.00690573,0.00751255,0.0219573,0.00840851,0.00340498,0.00395306,0.00391572,0.00574129,-18.3603,-19.0642,-19.39,-19.5632,-19.6006,-14.2138,-15.2773,-15.5999,-15.6733,-15.673,440,51885,292,-9999,-9999,-9999,0.0777167,-9999.0,0.0651867,0.0056079,121.7355,121.73193,48.519066,48.519318,0.835176,-9999.0,10.0301,10.4886,0.0364995,0.0454408
587725816426922038,587725816426921984,s,s,,2,17.7877,16.7537,16.6591,16.5848,16.5059,19.186,18.1283,17.3818,17.1281,17.1194,0.0155627,0.0044145,0.00471075,0.00620903,0.0186081,0.0556264,0.012277,0.00855982,0.0111749,0.0408992,-11.1949,-12.2021,-12.2827,-12.345,-12.4157,-13.4698,-14.4857,-15.2085,-15.4488,-15.443,620,52375,548,-9999,-9999,-9999,0.0429758,-9999.0,0.00200725,0.0106632,240.67087,240.67043,52.240837,52.238953,0.584259,-9999.0,9.44338,9.4997,0.0353913,0.0622115
587725816940200018,587725816940200064,s,s,,1,18.3226,17.3074,16.9125,16.5552,16.3534,20.2955,18.6999,17.8737,17.4387,17.1406,0.0263814,0.00523078,0.00528429,0.00533265,0.0137713,0.0829528,0.00964671,0.0074704,0.00719659,0.0163319,-19.539,-20.4345,-20.8002,-20.9621,-21.1569,-17.7958,-19.2865,-19.9369,-20.2838,-20.535,483,51902,638,484,51907,246,0.0453486,0.0455708,0.0990716,0.102314,136.87103,136.87186,57.604099,57.599522,0.424486,0.0,9.85949,9.89461,0.0418654,0.0355394
587725816951865440,587725816951865472,eu,eu,lcand,2,19.3304,17.2807,16.3864,15.9485,15.6014,19.4512,17.2952,16.3586,15.8988,15.5179,0.0558358,0.00534675,0.00408049,0.00405148,0.00838923,0.0531336,0.00509373,0.00384259,0.00377007,0.00716344,-17.8764,-19.8297,-20.5601,-20.9549,-21.2922,-18.6581,-20.692,-21.3951,-21.8044,-22.1523,495,51988,187,-9999,-9999,-9999,0.08257,-9999.0,0.0726843,0.101344,192.94814,192.9449,66.700859,66.699829,0.55789,-9999.0,10.8445,11.1085,0.0659156,0.0466448
587725816959664268,587725816959664256,s,s,,2,19.0866,17.2461,16.2807,15.8382,15.5083,17.6481,16.1867,15.4908,15.063,14.7872,0.0678803,0.00643872,0.00469084,0.00473251,0.010803,0.0261181,0.00388748,0.00335751,0.00341752,0.00765966,-19.5495,-21.3009,-22.0102,-22.3824,-22.673,-19.7428,-21.1268,-21.727,-22.0811,-22.3316,613,52345,183,-9999,-9999,-9999,0.0688413,-9999.0,0.12718,0.0823616,229.2144,229.22128,59.224991,59.22332,0.427254,-9999.0,10.8367,10.9373,0.0581787,0.0445397
587725816960974892,587725816960974848,s,s,,2,16.5464,15.8588,15.757,15.7423,15.6476,17.8751,17.2505,17.3845,17.9533,18.0977,0.00842447,0.00287001,0.00310691,0.00377174,0.00998738,0.0132192,0.00461776,0.00540879,0.00916454,0.0309805,-11.068,-11.734,-11.8228,-11.8275,-11.9147,-10.7273,-11.3284,-11.1817,-10.6023,-10.4503,615,52347,81,-9999,-9999,-9999,0.0112181,-9999.0,0.00107512,0.00169214,233.5556,233.55902,57.285297,57.284298,0.462504,-9999.0,8.47866,8.0,0.0351553,0.129099
587725817486770342,587725817486770304,s,s,,2,17.5114,16.5985,16.2086,15.9241,15.7599,22.1321,19.189,17.7965,17.4004,16.8435,0.0193668,0.00440774,0.00527213,0.00754066,0.0214767,0.357062,0.0143662,0.00707982,0.00749756,0.0154834,-20.4261,-21.2587,-21.6363,-21.7256,-21.9143,-18.3371,-21.0144,-21.8214,-22.0911,-22.6097,493,51957,492,-9999,-9999,-9999,0.0468577,-9999.0,0.107234,0.209169,181.67355,181.67535,67.431931,67.433655,0.467207,-9999.0,10.0854,9.99992,0.037703,0.128939
587725817488670785,587725817488670848,s,su,,2,19.6856,17.7046,16.7635,16.2408,15.9062,19.144,17.0599,16.125,15.6939,15.3281,0.0768934,0.00722962,0.00519305,0.00517516,0.0124531,0.0490516,0.00495271,0.00376146,0.00385355,0.00826418,-19.2569,-21.1349,-21.7753,-22.213,-22.5043,-18.5601,-20.5363,-21.2734,-21.661,-22.0081,495,51988,434,-9999,-9999,-9999,0.0808627,-9999.0,0.139038,0.0880369,192.84546,192.85405,67.306541,67.306122,0.469523,-9999.0,10.8085,11.0868,0.0480498,0.052228
587725817489391739,587725817489391744,su,s,,2,20.7804,19.073,17.3614,16.9125,16.5618,20.7071,18.952,18.2481,17.8017,17.4836,0.140536,0.0143563,0.00616786,0.00635973,0.0158717,0.103625,0.0112385,0.0095051,0.00979522,0.0265816,-21.0494,-22.7378,-23.5915,-23.8269,-24.0913,-8.69054,-10.4217,-11.1027,-11.5372,-11.8444,495,51988,22,-9999,-9999,-9999,0.0787821,-9999.0,0.332081,0.00241234,196.97945,196.97598,67.006111,67.005882,0.434377,-9999.0,10.7268,9.87109,0.0885501,0.0628907
587725817500991740,587725817500991744,s,e,,2,20.2351,18.8439,17.9817,17.5485,17.2011,18.7349,16.8775,15.9451,15.5357,15.2018,0.0932799,0.0135713,0.0100075,0.0111811,0.0315048,0.0385097,0.0046266,0.00352858,0.00375225,0.00878538,-18.7738,-20.1285,-20.7484,-21.0704,-21.3505,-18.9918,-20.738,-21.4763,-21.8324,-22.1427,623,52051,399,-9999,-9999,-9999,0.0852449,-9999.0,0.149979,0.0880915,242.60825,242.6048,52.261818,52.262318,0.531817,-9999.0,10.4553,11.2229,0.0335609,0.0502651
587725818014990347,587725818014990336,s,s,,2,16.0961,15.5516,15.4012,15.4021,15.3293,17.4274,16.6953,16.382,16.2969,16.2556,0.00725946,0.00279391,0.00298565,0.00349506,0.00974032,0.0220351,0.00569441,0.00611328,0.00766931,0.0296432,-8.73639,-9.2351,-9.35138,-9.32824,-9.38113,-1.14058,-1.82786,-2.1069,-2.17016,-2.19145,485,51909,306,-9999,-9999,-9999,0.0137632,-9999.0,2.85399E-4,1.59541E-5,139.18347,139.17708,59.774628,59.771347,0.800246,-9999.0,8.56155,8.43661,0.0348899,0.0328999
587725818015842501,587725818015842560,s,s,,2,19.4833,18.2812,17.2473,16.7832,16.4298,19.9239,18.4078,17.6063,17.166,16.6537,0.057353,0.0092738,0.00645807,0.00634318,0.0165692,0.116992,0.0130138,0.0106051,0.0106609,0.028024,-20.8673,-22.249,-22.8424,-23.1442,-23.3841,-14.9824,-16.4517,-17.1702,-17.582,-18.0772,485,51909,579,486,51910,312,0.0751976,0.0754237,0.251055,0.0279836,142.26459,142.26767,61.116959,61.116394,0.77126,0.906104,10.8682,10.3745,0.0369792,0.0464716
587725818032488684,587725818032488704,e,e,,2,19.0821,17.0295,16.0998,15.6943,15.4116,18.5683,16.6466,15.7538,15.2945,14.9715,0.0452676,0.00481941,0.00368018,0.00380822,0.00920263,0.0278471,0.00373901,0.0030984,0.00310077,0.00645615,-18.2597,-20.2228,-20.9855,-21.354,-21.6298,-19.0187,-20.8435,-21.5512,-21.9723,-22.2828,611,52055,516,-9999,-9999,-9999,0.0748416,-9999.0,0.0779118,0.0853483,227.28688,227.2901,61.230717,61.231541,0.568727,-9999.0,10.8787,10.9691,0.073311,0.0591243
587725818032685211,587725818032685184,e,e,,2,17.8957,16.0375,15.1503,14.7267,14.3773,18.5338,16.6742,15.7687,15.2977,15.0072,0.0271478,0.00337019,0.00274118,0.00283405,0.00634185,0.0313915,0.00407022,0.00323588,0.00325052,0.00743853,-19.1948,-20.9699,-21.7057,-22.092,-22.4373,-19.9421,-21.7171,-22.3928,-22.7933,-23.0445,611,52055,67,613,52345,327,0.0740047,0.0725296,0.0706116,0.120547,227.87863,227.87418,60.956638,60.957939,0.802194,0.694788,11.2699,10.9948,0.0538498,0.047513
587725818033799199,587725818033799168,e,e,,2,17.7456,15.9333,15.0661,14.6883,14.3586,18.2444,16.0969,15.2444,14.8016,14.4882,0.0189062,0.00300167,0.00254159,0.00262223,0.00520768,0.0268094,0.00314548,0.00267375,0.00269376,0.0055209,-19.2637,-21.0009,-21.7361,-22.074,-22.402,-18.6885,-20.7626,-21.4763,-21.8845,-22.1978,615,52347,363,613,52345,78,0.0457074,0.0446357,0.0692811,0.0669631,231.70386,231.69896,59.263306,59.262905,0.63403,0.686955,11.1015,10.948,0.0391323,0.0533607
587725818034389095,587725818034389120,s,s,,2,18.6122,17.359,16.6534,16.1606,15.8933,19.4092,18.0069,17.2116,16.7346,16.3383,0.0376071,0.00602071,0.00520447,0.00530308,0.0157188,0.0676512,0.0085019,0.00695878,0.00726102,0.0210112,-20.1386,-21.3852,-21.912,-22.2926,-22.4779,-19.4852,-20.8559,-21.4238,-21.7985,-22.1368,615,52347,506,-9999,-9999,-9999,0.09299,-9999.0,0.142691,0.145982,233.70078,233.69102,58.465965,58.466938,0.720618,-9999.0,10.8971,10.6956,0.0309074,0.0401845
587725818034389109,587725818034389120,s,s,,2,18.6289,17.3576,16.6835,16.1841,15.9185,18.9277,17.842,17.2846,16.8672,16.8281,0.0380788,0.00591055,0.00521241,0.00524827,0.0155736,0.0570521,0.0094292,0.00885742,0.00974296,0.040171,-20.1546,-21.4306,-21.929,-22.311,-22.4871,-19.688,-20.7977,-21.2463,-21.5133,-21.4593,615,52347,489,-9999,-9999,-9999,0.0920088,-9999.0,0.145479,0.142079,233.56384,233.56554,58.382446,58.382671,0.726883,-9999.0,10.8366,10.3299,0.0327713,0.0384269
587725818037862416,587725818037862400,s,s,,3,15.2102,14.4324,13.8862,13.6436,13.4008,16.7158,16.4478,16.3113,16.324,16.0358,0.00458492,0.00199179,0.00192202,0.00200833,0.00341271,0.00707755,0.00360092,0.003769,0.00430489,0.00886529,-23.642,-24.484,-24.9325,-24.9961,-25.2193,-26.2587,-27.2321,-27.8304,-27.4292,-27.3107,623,52051,435,-9999,-9999,-9999,0.0294686,-9999.0,0.160839,0.996168,242.92009,242.91797,52.457481,52.456421,0.969647,-9999.0,10.8717,9.0617,0.0290558,0.0263594
587725818557300889,587725818557300864,s,su,,3,18.8188,17.1707,16.4321,16.0361,15.6739,22.8541,20.1883,19.0001,18.464,18.7023,0.0471491,0.00590657,0.00486996,0.00538873,0.0115056,0.466917,0.025844,0.0135996,0.0127666,0.0474751,-9.25461,-10.8863,-11.6096,-11.9975,-12.3521,-17.272,-19.9359,-20.6467,-21.0496,-20.768,490,51929,430,-9999,-9999,-9999,0.0989909,-9999.0,0.00133093,0.213983,162.6906,162.68958,66.696365,66.6968,0.659866,-9999.0,10.7758,10.0063,0.0707375,0.116726
587725818572898562,587725818572898560,su,su,,2,20.0874,18.0721,17.1566,16.7575,16.3867,19.4665,17.5034,16.5934,16.1643,15.8111,0.0648067,0.00695772,0.00521597,0.00585506,0.0116264,0.0407948,0.00514112,0.00399449,0.00432473,0.00804447,-17.3132,-19.2348,-19.9786,-20.3385,-20.6999,-18.0264,-19.8927,-20.6234,-21.0133,-21.3551,619,52056,548,-9999,-9999,-9999,0.0659246,-9999.0,0.0793322,0.082071,239.12794,239.12961,55.940315,55.937252,0.519955,-9999.0,10.4744,10.6988,0.0567067,0.046563
587725979614642332,587725979614642304,su,eu,,3,19.5697,17.9844,16.4851,16.1139,15.6649,21.8555,19.0438,19.0501,18.1673,17.9479,0.0998915,0.0117874,0.00521324,0.00536548,0.0114076,0.297316,0.0126265,0.0171258,0.0113836,0.029016,-21.0723,-22.3424,-23.2221,-23.4501,-23.8467,-15.6814,-18.352,-18.3107,-19.0221,-19.1891,442,51882,110,-9999,-9999,-9999,0.0963567,-9999.0,0.211019,0.0847739,127.10953,127.11015,50.53178,50.532253,0.418889,-9999.0,11.3938,9.87012,0.0561041,0.125772
