objid,ra,dec,length_avg,length_stdev,width_avg,width_stdev,length_scaled,bar_meas
587731681191067876,129.91684,40.175322,8.3286936,1.4785291,2.7609677,1.2501385,0.59033239,5
587731681191329815,130.42171,40.657449,9.7469558,1.2004714,2.0983437,0.56895937,0.51032827,4
587731868014018650,147.13928,47.367637,8.8058001,0.72982418,2.1909697,0.69221524,0.45539923,4
587731868018802719,162.55764,51.944989,4.8511339,0.6609075,0.88265444,0.38602982,0.39339098,4
587731868024111184,182.45949,54.001753,17.024677,4.3924627,3.3171853,1.0339295,0.58355879,5
587731868552790188,152.68955,49.839878,11.918775,1.1914809,2.5652008,0.63797181,0.39980753,4
587731868553052188,153.51862,50.125908,10.307754,5.6592815,2.7722295,1.0500852,0.50113697,3
587731868559933572,178.3531,54.206957,18.326487,3.9054374,3.0943584,1.1775369,0.48868231,3
587731868561178759,183.3014,54.522921,7.3644488,0.97941028,1.522317,0.73774641,0.4573882,3
587731869096542366,177.2379,54.569541,7.170016,2.9424869,1.8559984,0.69279335,0.53197512,4
587731869624500294,145.94382,48.290714,13.393181,0.97518542,2.734327,0.71894322,0.74354546,3
587731869631053940,168.09132,54.027295,7.8785876,1.1955767,2.0786301,0.74568257,0.24338289,4
587731869631578127,169.96885,54.462866,11.268691,1.9517206,2.6751132,0.85780527,0.35831048,6
587731869634592898,181.96148,55.331432,9.0081742,0.94619362,2.1459671,0.85790459,0.49430066,9
587731870165106746,157.56533,52.566942,7.784462,0.45854397,1.487802,0.45277987,0.41769761,3
587731870169825450,175.35083,55.435658,6.3639047,0.54121222,1.2408695,0.78526231,0.34933902,5
587731870170480880,178.05369,55.51309,6.2335611,2.3903392,1.9685587,0.9205823,0.3474693,3
587731870171529294,182.07895,55.642682,14.341197,0.88983947,3.4517628,1.1328278,0.35623015,5
587731870700666960,152.97815,51.655993,6.7778971,1.3292395,1.5449861,0.63715521,0.43438486,5
587731870706565310,174.77216,55.802451,10.900532,2.3746732,2.4913901,1.5431561,0.50818604,3
587731870707024008,176.43831,55.799909,12.378339,1.3603433,2.3967828,0.44339864,0.49794507,3
587731872847495230,117.50009,30.024942,10.941223,0.98005583,2.6210644,0.60343445,0.45422442,5
587731873386004741,119.97416,33.290521,5.7095574,0.82226099,1.6071085,0.87022162,0.38347843,4
587731874459680902,118.91735,33.706024,11.181847,1.4277178,2.7133013,0.94050687,0.50156764,5
587731874463809652,126.91273,40.72299,14.216914,1.0409018,2.9153276,0.49304616,0.5078858,4
587731886269202658,117.54391,30.685088,5.6193766,0.65412942,2.3087975,1.0264465,0.5615917,4
587731886278836344,137.56248,46.293269,8.3017228,0.89918117,1.9680173,0.60868504,0.68341715,3
587731886805418433,116.09489,29.673523,11.367948,0.8406246,2.1890914,0.10568726,0.61561046,4
587731886814462130,133.91871,44.827351,9.1068987,0.89511624,2.9925062,0.85176411,0.48227974,5
587731887343403340,117.53412,31.976062,14.079447,3.4326307,3.0861491,0.51211743,0.6424091,5
587731887343403421,117.65885,31.960304,9.7612514,1.3817084,1.7931603,0.37318397,0.3852153,5
587731887889055891,135.48278,46.640551,9.057616,0.86950987,2.3526618,0.93490424,0.72064203,5
587731889502552129,172.42821,55.986888,12.216915,1.1058483,2.2651479,1.276966,0.53998539,4
587731889503469694,176.26285,56.174979,10.713897,2.3211141,2.7073403,0.90386454,0.50024266,5
587731889504780441,181.68175,56.543077,8.6987405,2.5318364,1.4372587,0.61713828,0.54777074,5
587731890039423105,172.39485,56.376562,10.516847,1.2563695,2.4764502,1.2504113,0.37359836,4
587731890579963968,187.65143,57.316376,2.6326403,0.89884414,0.88547781,0.14075455,0.26770852,3
587731891112968341,171.37174,57.020472,21.125597,1.968339,3.6228154,1.0024808,0.43444782,5
587731891114934422,179.61336,57.596369,14.913592,1.5501157,2.2000183,0.2704884,0.68343475,4
587731891116048468,184.40258,57.864541,10.994906,0.89679156,4.8920637,1.3952484,0.54358262,4
587731892185071701,164.12084,56.910463,7.9918555,0.052112328,1.4638269,0.2266643,0.2913217,3
587731892185989272,168.02865,57.435828,6.4392578,0.57868089,1.4861959,0.65673596,0.6493236,3
587731892186513497,170.13056,57.781408,2.5257675,0.26613751,0.42096783,0.14280287,0.35449322,3
587731913109536960,138.10486,47.547536,13.504398,0.9565604,2.6430876,0.48638301,0.48480496,3
587732048945152074,141.63932,48.011567,7.8681314,1.6131188,1.9767442,0.42204365,0.41093236,6
587732048946987160,146.94159,50.481081,9.8562643,0.95383818,3.2593282,0.78445289,0.5932297,4
587732049480384715,136.83165,46.222584,7.3647056,0.900139,1.7379706,0.26791761,0.36314241,4
587732049482547238,142.77815,49.079763,7.485731,0.94264205,2.2047665,0.78119292,0.43380819,4
587732049484775433,149.45452,51.821189,5.8759015,1.0090146,1.1029752,0.32457847,0.40887853,4
587732050016469157,134.50535,45.3106,5.799378,1.1939278,1.5534013,0.70822949,0.30610986,5
587732050022367377,151.64658,52.942501,13.977088,1.2586787,3.0837887,0.91103304,0.56364034,5
587732050023088221,154.04921,53.754852,17.799106,1.4013887,2.8805291,0.84967702,0.68342509,3
587732050023153731,154.33889,53.796018,6.5996793,1.0678029,1.7633452,0.6748034,0.36377087,5
587732050282217782,128.34344,41.255167,5.4848509,1.3772468,1.7415585,0.57272779,0.69553947,4
587732050550784205,128.23325,41.644927,7.5383872,0.56844049,1.348035,0.89113888,0.88362054,3
587732050557075469,144.1797,50.880433,9.7975779,1.6776987,2.1197568,0.96567119,0.45535117,6
587732050559172685,151.01304,53.298886,8.8382013,2.4237123,2.5166014,0.54693645,0.46240478,5
587732052705214742,130.81775,36.228466,10.939663,1.1990593,2.949476,0.83079137,0.34990306,4
587732053780725885,134.19873,39.382186,9.9227421,1.8810226,2.3423388,0.43089589,0.44117272,4
587732053781381329,135.71808,40.325264,8.5488167,0.4003901,2.353282,0.84872951,0.33686219,6
587732053781577879,136.20028,40.591718,7.7742349,1.2655254,2.6360194,2.2210109,0.43320571,5
587732053782626521,138.76998,41.996944,9.9876252,1.10649,2.6039881,1.1374871,0.47617579,5
587732054318121026,135.06508,40.296755,15.336621,2.3138838,2.0923813,0.67269013,0.58748914,3
587732054318776577,136.64805,41.379747,6.6237177,0.66073499,1.9874161,0.79146929,0.7614251,8
587732054319235165,137.7415,41.825229,6.8103854,1.5587387,1.2679086,0.59043385,0.54619461,4
587732054848045183,120.16157,30.098111,7.9175146,1.7534988,2.8582644,1.1897667,0.47161693,4
587732134309527635,173.82378,50.933762,11.442398,0.86575788,2.9141181,1.1768654,0.41046099,3
587732134313328774,187.65682,51.578053,5.9916634,1.092152,0.96241435,0.87419545,0.37660282,3
587732134315950172,197.2571,50.858578,5.4446741,2.1113882,1.8311404,1.1542925,0.53028549,4
587732134845677639,171.10262,51.234928,10.95366,0.081807035,2.3627938,0.39512289,0.49654388,3
587732134849282165,184.28349,51.99877,10.978773,2.0538092,1.8232528,0.59037853,0.4268824,5
587732134849544228,185.28323,51.896424,10.935659,1.9842282,1.5192787,0.37462233,0.42624894,3
587732135380058154,162.2187,50.036657,10.316199,0.83391401,2.7722147,1.8502894,0.73746226,4
587732135381106780,165.82439,50.783296,4.6671469,0.52278899,1.0188664,0.3232849,0.5248953,3
587732135382745141,171.65724,51.573065,4.9492985,0.68325602,1.4055912,0.50556171,0.49008408,4
587732135384711247,178.81126,52.314634,7.2256272,0.90536634,1.2988134,0.25045335,0.476516,3
587732135387070608,187.77821,52.41433,23.743062,2.2031146,3.6865724,1.3919255,0.64026404,4
587732135387463752,189.12057,52.392941,10.289914,1.1249437,3.2060439,1.3149807,0.6253539,4
587732135388708925,193.83425,52.121794,6.4554793,1.9040264,0.89858799,0.41518034,0.51223675,4
587732135916142733,159.39519,50.012046,12.352268,1.6000417,1.9137542,0.29657579,0.66933658,3
587732136451440705,153.98336,48.960277,7.8200561,0.34084878,2.0680843,0.7385714,0.20563982,4
587732136457928839,176.85493,52.980985,9.7442733,1.8972468,2.8740514,1.2161714,0.65530354,6
587732136458518691,178.93866,52.993939,8.3476734,2.1017539,1.4299599,0.69629682,0.29577207,3
587732136463302672,197.09533,52.623332,3.545254,0.6826324,0.97088122,0.30185689,0.26141802,4
587732136995127351,177.84454,53.444167,8.1815386,4.2472984,2.0733203,1.0434969,0.17495677,5
587732136995782797,180.36766,53.508731,7.2079246,0.91411695,1.7585793,0.65309739,0.47863538,3
587732136997421077,186.74345,53.684549,10.663336,0.8583585,2.6941502,0.61005455,0.44335779,8
587732152031510638,144.02855,41.195336,6.498141,1.3811775,1.1782658,0.25892587,0.45421974,5
587732152567398439,141.23603,40.399585,6.523827,1.836438,1.2082577,0.53538246,0.43573342,3
587732152568184858,143.23849,41.238314,7.6258873,1.2438475,2.4962555,0.92176683,0.51555226,4
587732153104138315,140.50508,40.57426,14.195228,1.3920462,3.9082483,1.229524,0.48922278,4
587732153109512274,155.66969,46.238679,4.9061372,2.1589667,1.2140129,0.62165821,0.17974275,5
587732154181812362,150.76413,45.597981,8.6719619,1.8800594,2.8229778,1.0811327,0.21752703,5
587732156313305095,115.71703,22.112725,9.5343425,0.6434282,2.373692,1.0759557,0.40479081,5
587732156313895452,116.88305,23.074279,9.4015164,1.2654309,2.0532821,0.99165629,0.50534614,4
587732156314681731,118.21298,24.288406,11.27208,2.7092191,2.2748902,0.64195979,0.77238378,3
587732156852797482,120.08743,26.613525,10.301347,0.77675897,3.5755058,1.2948472,0.48979399,4
587732469852078148,132.5492,35.076407,3.6945607,0.50065055,0.73438515,0.11835783,0.5529968,3
587732469852078346,132.67806,35.035675,11.93458,0.81348704,3.1467394,1.4833811,0.63481604,4
587732470384623806,123.37166,29.037196,7.4039329,0.482848,2.5539682,1.6643545,0.53076981,5
587732470920118561,120.3271,27.212635,17.778546,1.0996599,3.5222862,0.8064562,0.72635082,3
587732470926213145,132.73583,36.335346,5.3779392,0.94840206,1.3158179,0.50221627,0.34819919,5
587732471463215124,132.70488,36.799356,11.265245,2.1712338,2.3624494,0.4928308,0.41039027,3
587732482197094507,137.26101,37.491651,5.6109523,0.86630721,0.84566043,0.0390981,0.46941608,3
587732482197225496,137.42407,37.601569,12.19858,1.6495654,1.9247605,0.66304354,0.41065711,4
587732482197225585,137.35124,37.685761,4.2680798,0.25492846,1.0822582,0.56105849,0.34603349,3
587732482200567894,145.98936,41.687326,7.4221866,0.84242888,0.92777306,0.10530364,0.47936384,3
587732482205483015,160.1473,46.1899,9.5488581,1.130685,2.5419473,1.3489698,0.58584668,4
587732482215313596,193.52283,48.798514,7.1489281,0.84230831,2.397447,0.76241665,0.66729857,5
587732482220228632,209.65403,46.255436,8.6110675,1.7447156,1.6430446,0.44537659,0.63836183,4
587732482224357453,221.922,42.602801,7.591865,0.21728246,1.6919499,0.4031481,0.77371616,6
587732482733899934,136.66115,37.807222,10.345996,1.0755536,3.3472286,1.4403325,0.35194455,3
587732482737242305,145.21851,41.802247,7.8986064,1.5808557,2.6399312,0.87202927,0.38231419,3
587732482737832062,146.76786,42.521184,6.0699369,0.81049765,1.4936456,0.20375294,0.47568325,5
587732482744975392,168.43708,48.272702,10.787194,1.0104114,2.1865791,0.46815008,0.55400749,5
587732482752839832,195.76763,49.030171,9.0407283,1.3141557,1.4053994,0.98136341,0.51767007,3
587732482753691812,198.7869,48.536451,7.7940474,2.6300434,2.3228807,0.90967654,0.35422785,4
587732482764767404,231.35688,38.806327,11.392466,1.7657279,2.2182147,1.2541002,0.32811524,3
587732483267887217,129.87275,34.117962,8.2626397,0.9644805,2.4881956,1.4929127,0.63828328,4
587732483268935726,132.1063,35.61533,8.1349505,1.9815007,1.8714516,0.46780507,0.33154821,4
587732483269591113,133.63264,36.509613,7.289918,0.87042021,2.3595343,0.78944326,0.53301506,4
587732483274440905,145.80048,42.5708,9.1784374,2.8918392,1.8444911,0.92984577,0.35179688,5
587732483276406824,151.22092,44.636119,9.5583402,1.0682806,2.097681,0.29927868,0.59539754,6
587732483276406861,151.19132,44.705769,5.2241966,1.3361433,1.2295243,0.34828407,0.29136788,5
587732483279880206,161.82351,47.422519,7.8013009,1.2911863,1.5045605,0.70892106,0.22877162,4
587732483807772825,136.4071,38.618246,12.225573,4.8680555,2.4677654,0.80931187,0.59803716,4
587732483808952538,139.41913,40.08704,10.332394,1.9599547,2.7814591,1.3054043,0.38396895,4
587732483809083434,139.58447,40.233065,6.9501217,0.96483629,1.9695562,0.43312415,0.45613617,3
587732483822518342,181.57046,50.189837,7.2836815,2.486815,2.3313104,1.5236999,0.34322468,3
587732483826647114,196.31728,49.809331,8.6659237,0.88674783,1.3125938,0.87706333,0.49853082,3
587732483829858463,207.16678,48.048342,8.0307569,1.1657039,2.2870723,0.35740625,0.44848078,5
587732483837067338,228.28072,41.264631,14.385512,1.983667,2.535636,0.48799188,0.46530585,4
587732484343005252,132.344,36.710342,10.431653,0.74898978,2.6948473,0.73049689,0.4124458,3
587732484345167986,137.32123,39.736792,6.5761486,1.0380563,1.9041036,1.1227712,0.47126038,6
587732484351983728,156.19205,46.988354,9.5828133,0.94716024,2.0203198,0.82484504,0.46764033,5
587732484352114858,156.65526,47.112298,8.0045408,1.9223801,2.4400176,1.8092687,0.60622795,3
587732484352311342,157.35707,47.23342,8.267509,0.90691524,1.902542,0.40418769,0.41938842,5
587732484355391630,167.44244,49.411178,9.2339204,0.66349285,1.5471923,0.58309093,0.41035458,3
587732484357554339,175.04507,50.298251,13.628065,1.5757825,3.2315338,1.9392764,0.5802868,4
587732484359520359,181.89179,50.625702,11.038431,2.3346964,3.0254315,2.2228524,0.48959841,5
587732484360044639,183.79126,50.685292,5.4793768,0.53018153,1.1830132,0.37690513,0.38891725,3
587732484364304507,199.15528,49.911137,5.6965306,1.351342,1.9163047,1.0279902,0.53545095,4
587732484887150681,150.84287,45.763544,4.7707562,1.1391744,1.3087375,0.41092225,0.32372119,3
587732484894359693,174.64367,50.637183,4.6983564,1.3150386,1.3589314,0.66038918,0.35372468,3
587732484897046632,184.29606,51.215513,14.115543,1.4341487,3.6751892,1.6230188,0.65952447,3
587732484900716629,197.535,50.511268,16.065401,4.0850535,2.3311406,0.31591012,0.71094418,4
587732484900847687,198.08923,50.39606,2.7694796,0.88476846,0.59616874,0.27053494,0.28147796,3
587732576700989522,164.21356,5.9165934,4.8598896,0.86161355,2.4602573,2.1315582,0.28472807,3
587732577231765678,150.20344,5.4326284,8.6451395,2.142974,2.6870337,0.83204104,0.48718569,3
587732577233338481,153.76112,5.6769305,8.4262141,1.672529,1.9973909,0.90043645,0.53130822,6
587732577237336148,163.03414,6.154214,8.8919016,0.23643819,2.5076758,0.80161473,0.61813533,4
587732577238253719,165.1153,6.402561,6.7290149,1.2764065,2.3961599,1.3682074,0.30839262,5
587732577759592691,129.5941,4.0051047,10.567078,1.6429708,2.5801954,0.81101706,0.40004195,5
587732577764442250,140.64501,5.1443717,8.3067937,1.0254925,1.8202319,0.74420204,0.29162765,4
587732578302689330,143.661,5.8414406,14.29396,1.6841315,2.4927459,0.68822384,0.82154099,5
587732578310684883,162.1105,6.9670644,4.9442573,1.3600841,1.5290326,1.1331411,0.29132917,4
587732578313044057,167.42146,7.2449398,5.6353007,1.0823038,1.1698032,0.55074903,0.32498277,5
587732578833203274,129.10955,4.6540679,4.8912522,1.2346852,1.5314876,0.63864006,0.24167025,5
587732578837921943,139.88797,5.8827642,19.421829,1.221482,4.4989953,0.92037462,0.57290959,5
587732578838446103,141.06413,5.9411685,8.5788241,0.36452061,2.5864925,0.33342383,0.34275197,3
587732578840739917,146.37614,6.3768208,2.7383852,0.49736255,0.62724122,0.26052728,0.2972645,5
587732578844016746,153.90368,6.9535507,4.3299616,0.79900874,1.3793676,0.27117612,0.41988653,4
587732578848669810,164.55108,7.5716873,13.034244,1.5205986,3.7652594,1.5057888,0.46930323,3
587732578849980510,167.59305,7.6613582,4.6188705,0.98234799,1.800479,1.2432942,0.32595658,3
587732578850046061,167.69095,7.7282303,10.115543,3.0043024,1.8167384,0.91006645,0.47942451,4
587732580978065618,152.57286,54.558398,10.951577,1.1654097,2.3303713,0.73768252,0.55395781,5
587732580982849538,171.00229,58.366838,8.7489843,1.8383679,2.5123609,0.35605148,0.62312352,3
587732581514608706,151.00421,54.573129,7.2696597,0.71280476,2.0791734,0.47184081,0.67902803,3
587732581518999683,167.91153,58.234553,8.5799293,1.5437265,1.6319083,0.91884987,0.44460698,4
587732582055870638,167.64873,58.768291,7.0164622,1.6813636,1.7103777,0.85057444,0.24802159,4
587732582593331389,170.08629,59.554801,14.83,5.1421637,3.3136074,2.12686,0.50947193,5
587732583130267717,170.19412,59.896699,10.739162,0.80989198,3.0903977,1.1420456,0.46647086,5
587732583663992957,156.73791,57.954371,5.1566385,1.2278415,1.3658917,0.8383589,0.40201131,4
587732589567148059,178.07812,58.949174,5.7938665,2.3771935,1.7913253,1.03555,0.34163347,4
587732589569507458,188.64089,58.951173,14.896984,1.0469952,2.981999,0.84030679,0.6114627,3
587732589572718705,202.39004,57.768088,11.009116,2.3460875,3.3117501,1.4949465,0.35925898,5
587732590104019128,178.07825,59.202311,6.1267408,1.2211128,2.5929457,0.97163726,0.47726115,5
587732590104150031,178.52591,59.285205,5.5903212,0.26477575,1.3094714,0.47530994,0.37090567,3
587732590106050602,187.04732,59.512955,22.875088,2.670695,4.3920707,0.6500552,0.67883917,8
587732590642069761,183.44347,59.864904,8.2523589,1.0703884,2.4506399,1.0708514,0.48776678,3
587732590645215340,197.40739,59.29412,12.066015,1.5344291,3.2246844,0.92713428,0.57570633,5
587732701250519063,149.29786,5.201315,7.680227,1.200743,2.2868906,0.34217874,0.60283503,3
587732701776969793,125.54451,3.2680447,4.0062103,0.348246,1.8293956,0.51866506,0.36413316,3
587732701783457879,140.28217,4.8332648,8.8709786,1.0751958,3.0328006,1.653109,0.57125126,4
587732701791256703,158.2328,6.1997735,10.607881,2.3282678,2.614319,1.3631377,0.60227001,4
587732701792174316,160.3381,6.2789729,5.0183367,0.60587094,1.0923011,0.30591676,0.31932753,4
587732701792501933,161.04012,6.3696374,8.7587644,0.47733638,2.0322483,0.72102752,0.53418718,5
587732701794926644,166.62773,6.5594002,9.2389411,2.1722374,3.3438693,1.2844905,0.43845365,4
587732701800693827,179.88805,6.8482269,4.5506496,0.23023482,1.1657201,0.55348733,0.45688448,4
587732702313971730,125.73829,3.8423946,6.5735633,1.7439493,1.2366413,0.71905705,0.46400537,5
587732702326489117,154.40338,6.3938059,4.7010256,0.64914079,1.7400039,0.72472376,0.26392256,4
587732702327275730,156.18798,6.4134405,9.1471717,0.59372637,3.1920682,2.1567359,0.57741041,5
587732702869127292,167.61391,7.4160576,8.6471755,2.2211423,2.6245969,0.95092966,0.42588421,5
587732702870110352,169.84445,7.6292317,8.0575542,1.6481432,2.7107777,1.4266062,0.48670718,4
587732703394201829,140.49917,6.0148934,16.805888,2.3154913,6.5958989,3.4131614,0.60542058,4
587732703398854697,151.19815,6.9698063,9.0135506,1.6987129,2.597679,2.4500716,0.37371203,3
587732703400952043,156.07535,7.2266322,7.1107518,1.4463617,2.7628013,0.8687307,0.29924354,3
587732703407374449,170.76761,7.9379091,6.804659,0.47680723,1.873794,1.7771154,0.32790061,3
587732703409668150,176.09265,8.1752275,6.9089634,0.97532447,1.2531086,0.27027652,0.47515161,4
587732703411699839,180.74236,8.1204256,7.4698055,1.5064107,1.4174168,0.86933536,0.46266617,5
587732703938871507,158.39383,7.7909173,5.8839584,1.1285025,1.3411843,0.65333524,0.38152498,6
587732703946604741,176.27301,8.46951,11.672959,4.1699348,1.1410417,0.44413983,0.41245623,3
587732769979760661,177.77713,8.7616583,8.340197,1.6997616,1.9923405,1.1174087,0.46411333,5
587732770502279188,144.74661,6.9554401,7.9228133,0.55962992,1.2822587,0.31580965,0.40591335,5
587732770506014962,153.39884,7.84441,7.4632494,0.63276589,1.7176709,0.58450888,0.37238737,5
587732770519777384,185.07036,9.2270688,6.2295631,1.5362745,1.7233692,1.1243353,0.41861851,6
587732771044589668,157.2421,8.521611,13.062834,1.9255653,4.4650804,2.0440509,0.54320844,4
587732771059269703,191.11456,9.6343828,4.4458787,1.2556359,1.2339578,0.15794104,0.34413561,3
587732771573334271,138.59527,7.1035998,13.269614,4.8082037,4.1131338,1.7793463,0.36676846,4
587732771595616283,189.99065,10.172468,13.762107,0.69334827,2.1837385,0.41165055,0.89569356,4
587732771598368885,196.35237,9.9900979,11.009509,1.8540654,2.2760581,0.49243755,0.55679035,5
587732772118134870,156.75729,9.3798969,10.064061,2.8065282,1.8390229,0.9298757,0.53916261,3
587732772121739456,165.11076,9.9529931,6.8215803,1.1459062,2.2366535,0.48923495,0.41413157,5
587732772126261318,175.4706,10.304371,7.7530862,0.51032109,1.4502535,0.52081927,0.41824025,5
587732772127178900,177.67652,10.521354,9.4746782,0.98038776,2.0267726,0.96507458,0.50821904,7
587732772130979887,186.46113,10.459054,1.4998162,0.24145443,0.2919719,0.14653558,0.30843405,4
587732772648648780,142.03792,8.2368,11.715115,3.0116579,2.4216814,0.84016032,0.43282346,5
587732772652843190,151.72449,9.3868836,6.8600626,0.49559982,1.2070816,0.40225631,0.49352971,5
587732772660052102,168.36771,10.485972,6.8536776,1.8068356,2.0074317,0.82834091,0.3786757,4
587732772660117512,168.46627,10.563392,21.221297,1.6526012,4.2268872,1.611211,0.62131621,4
587732772667719710,186.15649,10.839043,7.4162187,1.3345685,1.900304,0.98970965,0.49123488,4
587733079200956496,179.21423,53.657945,10.063583,2.1355108,1.4945182,0.8192947,0.54981573,4
587733079736254496,173.00088,53.71405,8.0460456,3.1015808,1.3530588,0.49757753,0.60467737,4
587733079738351842,181.21156,54.210835,16.33877,0.63988479,3.3764776,0.93304698,0.65528729,5
587733079740383254,189.00047,54.220972,6.9661366,0.94376047,1.5242762,0.41862019,0.43209654,4
587733079742021829,195.32127,53.86083,12.061392,1.6356524,2.8383748,0.89819761,0.53103339,6
587733079742283951,196.26178,53.653847,10.334073,1.6708374,2.418174,0.67426667,0.54347686,5
587733080273911941,175.94384,54.44297,6.7241042,1.4043223,1.9001892,0.68687683,0.31310011,4
587733080275026041,180.30107,54.660896,8.7785502,1.2686277,2.3055329,0.63607223,0.6284464,3
587733080803967078,151.33385,50.053336,9.4690168,3.2565284,2.633349,0.40185402,0.48326015,5
587733080810324044,174.0689,54.530573,4.5383901,0.53382879,1.3655785,0.46625107,0.33463673,4
587733080810651715,175.21578,54.803223,12.451126,1.2832311,2.1222979,0.1522533,0.38606299,5
587733080811045029,176.89954,54.90775,8.6806717,0.94904967,2.0111383,0.92932576,0.5733719,4
587733080817008765,200.39842,54.029398,6.0493541,0.69548557,1.0757407,0.19036943,0.27419907,3
587733081348571286,179.47041,55.312914,10.597017,1.9082014,3.1416016,0.91311251,0.37819838,3
587733081350340754,186.51375,55.512777,7.0562377,0.66812455,1.2093412,0.25634426,0.37756597,6
587733081352175734,193.87738,55.210688,12.841677,0.94211621,2.9820334,0.90159008,0.37854256,4
587733081354731644,203.85329,53.973657,17.609639,4.8756903,4.1182074,2.8711277,0.76096378,5
587733081877971084,151.71108,51.035816,11.157003,1.6558547,2.594856,0.81416914,0.41289675,4
587733081882296337,166.85423,54.524192,10.981972,3.4042045,1.9379315,1.3963271,0.3452486,3
587733195160879228,197.81378,53.381759,3.2379575,1.0482803,1.0288905,0.57613758,0.23633403,5
587733195697487910,197.01045,53.935872,9.8068103,1.5334519,1.6458806,0.24557852,0.48152772,4
587733196232917029,191.38284,54.737597,10.57157,3.5575908,1.4447165,0.35314781,0.69926745,3
587733196234817578,198.6938,54.087387,9.3014776,0.41125288,3.0993993,1.4279577,0.56605536,5
587733197844643981,196.02871,55.702929,4.1369068,0.48973058,1.1763573,0.21099555,0.40319579,4
587733397025652764,218.71857,48.661871,9.1714231,1.3746615,1.7159264,0.49938645,0.58731302,4
587733397025783956,219.25644,48.544843,2.3317937,0.51655358,0.39569478,0.1240139,0.41588288,5
587733397563375741,221.60038,48.178434,4.816323,0.69093708,2.1551025,2.0349913,0.30610711,3
587733397564817587,225.88039,46.436961,13.066192,1.6760438,3.538912,1.4876997,0.5810396,6
587733397572681759,244.35683,35.135747,15.051183,0.93223982,3.2486345,1.3752221,0.5221866,5
587733397572681979,244.21356,34.994026,8.225608,1.5018327,1.7138249,0.2142671,0.63955335,4
587733398102212631,227.53666,46.10468,7.3445947,6.6346712,2.4311898,3.285129,0.68313566,4
587733398106734781,238.75147,39.773479,11.252067,0.70975317,2.2219359,0.84672814,0.76138714,5
587733398108831964,243.28358,36.587564,15.741639,1.5388313,3.0618536,0.90514694,0.5057073,6
587733398109290576,244.12783,35.708028,7.1820569,0.90019133,1.9751246,0.61391648,0.31302147,3
587733398639411345,228.8884,46.063477,12.142239,2.2859583,2.8147691,1.2863965,0.59191622,6
587733398642950307,237.61636,41.077347,8.2314006,0.90385658,1.9404207,0.60244196,0.33701222,6
587733398643212373,238.22018,40.646712,4.8254223,0.34749282,0.85738013,0.17388863,0.30235687,4
587733398646620270,245.40875,35.271484,11.934941,0.8970991,3.1003401,1.0116122,0.72009421,4
587733399174774902,224.83025,48.330759,4.0279055,1.1125746,0.61368602,0.085472326,0.24005755,3
587733399184867443,248.45559,33.327857,8.3559173,2.2404152,1.6065329,0.51788208,0.38648919,3
587733399188340951,254.4507,27.416863,14.500267,1.9392376,3.5657488,1.2416013,0.74957822,10
587733409906491508,204.12094,52.420305,8.1031326,0.83325703,2.0427307,0.50128884,0.57899438,4
587733409910161537,216.51102,49.521742,8.6936377,1.2505616,3.0535367,0.79078859,0.42485179,4
587733409915666522,232.05321,42.929905,10.321604,3.6091367,1.801826,1.1853963,0.71030091,3
587733409915797539,232.43753,42.918648,16.181284,3.0006285,2.6295404,0.71012038,0.63373173,5
587733409915863108,232.65247,42.71716,6.472662,0.74005387,1.6034128,0.30297548,0.29536659,5
587733410445721789,212.55796,51.113633,11.53085,0.95038926,2.8378654,0.68853863,0.37089708,5
587733410447687796,218.88818,49.352943,4.7637929,1.3139218,1.3070574,0.76364905,0.3775269,3
587733410994258047,243.63881,36.389492,10.168885,1.1414466,1.8925223,0.11751236,0.42575058,5
587733411521691793,220.32837,49.7145,4.7522841,1.3016243,1.1246758,0.51829542,0.26064964,4
587733411527721109,236.63953,41.917583,3.4138392,0.82440854,0.90611988,0.10038054,0.22739773,3
587733411530932307,243.64022,36.943788,8.8839003,1.7843181,1.7853095,0.51613742,0.52541142,6
587733411531522132,244.92301,36.088227,14.091164,1.5401984,2.7880896,0.84453702,0.56520446,4
587733412059742317,224.0905,48.734743,7.7698725,0.29241473,2.2097048,0.84483163,0.5157172,3
587733412059807861,224.28906,48.633975,8.4342671,1.2535157,2.3474763,0.78251609,0.29163606,4
587733412059873503,224.61473,48.571881,9.6545694,1.8720613,1.9609502,1.0090273,0.62387721,4
587733412063019103,233.28342,44.53569,8.3247647,1.4078323,2.1521213,0.75307409,0.36898876,5
587733412068327663,245.13723,36.363472,6.546129,0.6983091,1.2020957,0.43362174,0.51648246,5
587733412595892281,222.26934,49.947029,8.6629179,0.8014601,1.821448,0.70665798,0.35077143,4
587733424944185471,212.94462,57.435821,6.484227,0.7948593,1.9292182,0.70707657,0.41260966,4
587733425481121894,213.45774,57.769593,11.923916,2.3825533,2.0228897,0.42889839,0.36724777,5
587733427624607946,224.79876,52.238394,5.495227,1.1270792,1.1690663,0.74186833,0.42932078,3
587733428160102567,220.61546,54.320554,7.2182769,0.93352733,1.7835894,0.34218879,0.49048428,3
587733428698873960,227.1396,52.296132,2.930574,0.41038093,0.52362025,0.15937915,0.38898405,5
587733429770125513,219.71349,55.999005,6.6785674,1.7102082,1.95677,1.2509834,0.58199056,3
587733429771698182,224.95326,54.214848,7.6927604,1.7452888,1.9801589,1.0079306,0.49515486,6
